date,_NAME_,SELL,PORT2,PORT3,PORT4,BUY,asyret
01OCT1998,mret,-3.635869076,-2.943668942,-3.35479986,-2.61787606,-2.057168169,1.578700907
02OCT1998,mret,2.1598188737,1.2710935976,1.2587239355,1.5937250603,2.6873442453,0.5275253715
05OCT1998,mret,-2.430065606,-1.216912021,-1.86623141,-0.833429746,-0.298884905,2.1311807014
06OCT1998,mret,-0.047799688,-0.11761868,0.0020862897,-1.02180475,0.2283410155,0.2761407032
07OCT1998,mret,-2.551625526,-2.230269502,-0.932241124,-1.349477571,-0.990155526,1.5614699999
08OCT1998,mret,-1.56546841,-2.021082101,-1.990120084,-0.895156135,-0.789747145,0.7757212651
09OCT1998,mret,3.4003130017,2.4032236414,2.7448007151,1.9124099041,1.7126716669,-1.687641335
12OCT1998,mret,1.7040753336,1.1478541661,1.8218577349,1.2535558594,0.7907215339,-0.9133538
13OCT1998,mret,0.7379848697,-0.333810973,-0.380746722,-0.407878079,-0.332838768,-1.070823637
14OCT1998,mret,0.602602006,1.7734496118,1.5838402662,1.5922571706,-0.225331508,-0.827933514
15OCT1998,mret,5.6246811968,3.7534966786,4.5044714149,3.2986052417,3.7614605139,-1.863220683
23OCT1998,mret,-0.071750379,-0.652902028,-0.536604388,-0.593593757,-0.883359388,-0.811609009
26OCT1998,mret,0.0642424081,-0.245512129,-0.511787865,0.7372711307,0.2833473477,0.2191049395
27OCT1998,mret,-1.521720328,-0.300191378,-0.346452347,-0.177556254,-0.581351866,0.9403684615
28OCT1998,mret,0.5146095542,0.631629657,-0.165687306,0.0729413881,-0.744374008,-1.258983562
29OCT1998,mret,2.1420042043,1.4888802551,1.7031861399,1.8363906582,1.4505307558,-0.691473449
30OCT1998,mret,1.6622012936,1.4058797472,1.5338061089,1.0517452702,1.4960872954,-0.166113998
02NOV1998,mret,1.389731108,1.2308333922,1.0428500352,1.4582428752,1.7763129442,0.3865818363
03NOV1998,mret,-0.615601018,0.5252566433,0.2855647513,-0.205460207,0.0016114585,0.6172124762
04NOV1998,mret,0.5717460618,0.4296302406,0.6262773595,0.6991652162,0.9681596373,0.3964135755
05NOV1998,mret,1.6917077562,1.2200941454,1.1265511202,1.4749636124,1.6955998643,0.0038921081
06NOV1998,mret,0.9001267948,0.5649837455,0.320490011,0.9696931147,0.3116708211,-0.588455974
09NOV1998,mret,-1.058706337,-0.82780613,-0.888478264,-1.151331063,-1.485097605,-0.426391268
10NOV1998,mret,-0.263219272,0.0674521589,-0.068119807,-0.450380784,-0.364097116,-0.100877844
11NOV1998,mret,-1.434238278,-0.511563069,-0.452317563,-0.882331604,-1.051955139,0.3822831397
12NOV1998,mret,-0.217565206,-0.162137821,-0.109457677,-0.011208149,-0.410335521,-0.192770314
13NOV1998,mret,0.4948010913,0.4274559327,0.8419517645,0.8689687858,1.0096781863,0.514877095
16NOV1998,mret,0.6281999035,0.8453258923,0.8375121962,0.7772341021,0.826680432,0.1984805286
17NOV1998,mret,0.5735304473,0.5749186037,0.1981693183,-0.301309822,0.212351861,-0.361178586
18NOV1998,mret,0.3793911442,0.3095579995,0.282604166,0.2757580854,0.9287489918,0.5493578477
19NOV1998,mret,0.8641980611,0.5495263492,0.6352515905,0.3289683659,0.6736655827,-0.190532478
20NOV1998,mret,1.2051010991,0.648740522,1.022178282,0.6736552687,1.2225710485,0.0174699494
23NOV1998,mret,2.2148985178,1.7122420904,1.4005674519,2.4061284226,1.7202938464,-0.494604671
24NOV1998,mret,-0.229173696,-0.375534815,-0.641920475,-0.109508878,-0.497131011,-0.267957315
25NOV1998,mret,0.3564977268,0.0851579608,0.0245688781,0.4157133619,0.476302004,0.1198042773
27NOV1998,mret,0.563148245,-0.107966446,0.3490926426,0.5019373909,0.3001137846,-0.26303446
30NOV1998,mret,-1.761430119,-2.13456035,-2.104356194,-2.019220885,-1.890710448,-0.12928033
01DEC1998,mret,0.1212704885,0.6407928023,0.1160143629,0.5291636715,0.3505125628,0.2292420743
02DEC1998,mret,-0.079523606,-0.042491004,-0.070300931,-0.363762213,0.1005552628,0.1800788689
03DEC1998,mret,-2.360072087,-1.335021215,-1.130810264,-1.385269744,-1.702983861,0.6570882257
04DEC1998,mret,1.8665879973,1.4663146048,1.8140002594,2.4219864741,1.6157201316,-0.250867866
07DEC1998,mret,0.3591215715,0.7025241345,0.5820751547,0.7840737286,0.7461516742,0.3870301027
08DEC1998,mret,-0.262684415,-0.629386934,-0.646370282,-0.337610612,-0.31826761,-0.055583195
09DEC1998,mret,0.55619742,-0.274242004,0.0360030004,-0.043649034,-0.58487806,-1.14107548
10DEC1998,mret,-1.415314427,-1.754026894,-1.088300783,-1.512534519,-1.943215269,-0.527900842
11DEC1998,mret,0.0663782427,-0.242822867,0.18598914,-0.376769614,-1.076556832,-1.142935075
14DEC1998,mret,-2.836861502,-1.332761943,-1.773746781,-2.010732118,-1.250215034,1.586646468
15DEC1998,mret,1.017305172,0.8970162741,1.3299869694,2.4398280096,1.532020294,0.514715122
16DEC1998,mret,0.4100487016,0.259000949,0.3951708358,-0.641622478,-0.411503759,-0.821552461
17DEC1998,mret,1.0443099599,1.3549574731,1.0475705873,2.2411994779,1.1804948376,0.1361848776
18DEC1998,mret,0.2457944201,-0.0245545,-0.006682467,0.7394469167,0.304165335,0.0583709149
21DEC1998,mret,1.0078933738,0.6511932632,0.5530512382,1.5642963658,1.1699887983,0.1620954245
22DEC1998,mret,0.4659164474,0.652756386,0.2192124257,-0.126073678,0.2114551994,-0.254461248
23DEC1998,mret,1.4583218832,1.7645171107,1.5807056019,2.2624758748,1.7176559844,0.2593341012
24DEC1998,mret,0.0803328005,0.3127308155,0.1556392917,-0.141917355,-0.035716466,-0.116049267
28DEC1998,mret,0.4108803381,-0.072956602,-0.234538908,0.0674862093,-0.211623345,-0.622503683
29DEC1998,mret,1.1261116323,1.1707082521,1.5559890339,1.72393831,1.3039148786,0.1778032463
30DEC1998,mret,-0.233540438,-0.35104683,-0.191346363,-0.861032242,0.0911423276,0.324682766
31DEC1998,mret,1.0936055848,0.4315605129,-0.112618174,0.0024326272,0.5067337854,-0.586871799
04JAN1999,mret,-0.721758825,-0.523367875,-0.473393515,-0.238608179,0.1117765125,0.8335353373
05JAN1999,mret,1.2566893166,0.6709965623,0.6769701577,1.1476093995,0.8296229464,-0.42706637
06JAN1999,mret,2.8408941701,1.2363998888,1.4157113022,2.253714586,1.8696908526,-0.971203318
07JAN1999,mret,0.3306744267,-0.449212972,-0.021451934,-0.233655037,-0.234036117,-0.564710544
08JAN1999,mret,0.2591676378,0.0062613947,0.43311357,0.4632540503,0.7526979954,0.4935303577
11JAN1999,mret,-0.32262629,-0.894742105,-1.32822119,-1.594235309,-0.817995512,-0.495369222
12JAN1999,mret,-1.428339187,-1.090630987,-1.847168428,-1.685669121,-1.911503191,-0.483164004
13JAN1999,mret,-1.181172716,-0.588747211,-0.262983575,-0.741867282,0.0708434847,1.2520162007
14JAN1999,mret,-1.450266509,-1.465477358,-1.724211543,-1.489376373,-1.919610321,-0.469343813
22JAN1999,mret,-0.794572496,-1.476308029,-0.526145603,-0.384999432,-0.389501031,0.4050714652
25JAN1999,mret,1.5761287895,0.6058454317,0.356565334,0.3372593288,0.0984637284,-1.477665061
26JAN1999,mret,1.119695488,1.0383214702,0.6223775321,1.4613304933,0.9371140889,-0.182581399
27JAN1999,mret,-0.524594062,-1.000516161,-0.523004012,-0.474527352,-0.242786801,0.2818072609
28JAN1999,mret,1.054838712,0.6303941095,1.3987761932,1.6154153055,1.216074838,0.161236126
29JAN1999,mret,0.9340655976,0.8250599188,0.5130950609,0.995485442,1.3717480148,0.4376824172
01FEB1999,mret,-0.143252806,-0.250609532,-0.891159364,-0.326288854,-0.790335418,-0.647082612
02FEB1999,mret,-0.411002686,-0.49424815,-0.449115873,-1.071244615,-0.586496,-0.175493314
03FEB1999,mret,0.4344117913,0.8214679044,0.8253439183,0.6803390481,1.5991338068,1.1647220155
04FEB1999,mret,-1.446143836,-1.26416631,-1.669590558,-1.155050732,-1.565345341,-0.119201505
05FEB1999,mret,-0.991098536,-0.286090443,-0.903787232,-0.93418619,-0.472281585,0.5188169511
08FEB1999,mret,-0.664529584,0.1752042395,-0.07922853,-0.067119704,0.4552230311,1.1197526152
09FEB1999,mret,-2.255586617,-1.902511169,-1.406563341,-1.511740352,-1.843197354,0.4123892635
10FEB1999,mret,0.6119225099,-0.057008015,0.8280700484,0.6713814817,-0.374401263,-0.986323773
11FEB1999,mret,3.142312645,1.6848432786,1.8448292034,1.9098806806,2.2972237341,-0.845088911
12FEB1999,mret,-1.449811247,-1.427909991,-1.341479327,-1.521304222,-1.492046812,-0.042235565
16FEB1999,mret,0.7100851092,0.5267410634,0.8387590967,1.2650629262,1.8217446146,1.1116595054
17FEB1999,mret,-1.058357591,-0.945453575,-0.715079778,-0.920814539,-2.111276367,-1.052918777
18FEB1999,mret,1.0020551603,0.9932515386,1.3174862248,0.996229918,0.739146929,-0.262908231
19FEB1999,mret,0.1812315157,-0.201943845,0.246639256,0.0169044929,0.1912650501,0.0100335344
22FEB1999,mret,2.9302048569,2.2566009414,2.4465893245,1.9426958036,2.6340204089,-0.296184448
23FEB1999,mret,0.0164280244,-0.425811713,-0.286444012,-0.224482306,-0.371682915,-0.38811094
24FEB1999,mret,-1.352356858,-1.194742547,-1.292245463,-0.933584427,-0.912900306,0.4394565515
25FEB1999,mret,-0.882631067,-0.796136602,-0.521279467,-0.634962175,-0.8928975,-0.010266433
26FEB1999,mret,0.1310556379,-0.669293542,-0.151640523,-0.180310852,0.2641068852,0.1330512474
01MAR1999,mret,0.1783335081,-0.159981523,0.0886912146,-0.337633579,-0.375575891,-0.553909399
02MAR1999,mret,-0.428009306,-0.371591975,-0.689264578,-0.412533855,0.1638640527,0.5918733588
03MAR1999,mret,-0.229655052,0.3249310301,-0.289592741,-0.034456464,0.2019205942,0.4315756459
04MAR1999,mret,1.6362770899,1.708279535,1.3537061292,1.0185127944,1.1642636394,-0.472013451
05MAR1999,mret,2.1760398445,2.000111928,1.9759066952,2.2697612242,2.1642425153,-0.011797329
08MAR1999,mret,0.3204299952,-0.137623484,0.2634293844,0.215222714,0.0891630301,-0.231266965
09MAR1999,mret,-0.146052549,-0.251038127,0.1461377542,-0.481792433,-0.567028268,-0.42097572
10MAR1999,mret,1.2169104363,0.9281365629,0.2107868265,-0.338756137,0.6582213665,-0.55868907
11MAR1999,mret,1.1140355649,0.692566696,1.0257138621,0.7625693973,0.9161465994,-0.197888965
12MAR1999,mret,0.3086188097,-0.336319298,0.1681664892,-0.04130157,-0.177663771,-0.486282581
15MAR1999,mret,0.8909367259,0.7630866085,0.7313807944,0.2348883663,0.8532525072,-0.037684219
16MAR1999,mret,-0.296243959,-0.203556618,-0.275923485,-0.346376422,-0.083543052,0.2127009069
17MAR1999,mret,-0.726554678,-0.582303767,-1.14957228,0.11601943,-0.091225864,0.6353288134
18MAR1999,mret,1.8819285099,0.7350979442,1.5553182641,0.7495380377,1.2004757343,-0.681452776
19MAR1999,mret,-1.089778034,-1.409490248,-0.948143031,-1.261328032,-1.421092457,-0.331314423
22MAR1999,mret,0.2960596344,-0.168864542,0.2719653005,-0.587032642,-1.066517138,-1.362576772
23MAR1999,mret,-2.619902601,-1.982211674,-2.714328714,-2.336876388,-2.815066222,-0.195163621
24MAR1999,mret,0.0064078364,0.1342331342,0.0216265811,1.1102037751,-0.282264163,-0.288671999
25MAR1999,mret,1.7515495546,1.158156152,1.2084964593,1.5736395059,2.1058429375,0.3542933828
26MAR1999,mret,-0.788631904,-0.061947491,-0.715227072,-0.614781815,0.2579180607,1.0465499644
29MAR1999,mret,1.8120557696,1.4612943476,2.0710679761,1.2022577316,1.5456975116,-0.266358258
30MAR1999,mret,-0.176176965,-0.592014518,-0.885212059,-0.967727018,-0.693972842,-0.517795877
31MAR1999,mret,-0.822819167,-0.618589515,-1.101599172,-0.66164177,-0.974281794,-0.151462627
01APR1999,mret,0.3463740447,-0.010790777,0.5134511165,0.5339422644,0.4689104418,0.1225363971
05APR1999,mret,1.9351144295,1.693417675,1.8929409274,0.791204079,1.6307285266,-0.304385903
06APR1999,mret,-0.89644656,-0.738468981,0.0506689309,-0.096367551,-0.004045996,0.8924005649
07APR1999,mret,1.5858662749,0.6941958397,0.46357109,0.716544652,0.466346881,-1.119519394
08APR1999,mret,1.2447174459,1.400848319,1.101535619,0.8298229802,2.676313077,1.4315956311
09APR1999,mret,0.5350408277,0.3946271221,0.058009484,0.5795814678,0.4265474968,-0.108493331
12APR1999,mret,0.8720457212,0.8675081702,1.4597289024,1.0581603218,1.0278065047,0.1557607835
13APR1999,mret,-0.353718812,0.1797986241,-0.533525784,-0.647896582,0.1477093007,0.5014281123
14APR1999,mret,-0.813827139,-1.066109119,-0.820860024,-0.174680257,-1.660968518,-0.847141379
15APR1999,mret,-0.402338254,-0.320523224,-1.101906241,-0.580140991,-0.639668304,-0.237330051
23APR1999,mret,0.2278584168,-0.173987668,-0.210882614,-0.871370167,0.2840377547,0.056179338
26APR1999,mret,0.498711473,-0.692468814,-0.307099582,0.6097703788,0.1232182375,-0.375493236
27APR1999,mret,0.6566357546,1.138507976,0.3230308232,0.9643992401,0.3595500172,-0.297085737
28APR1999,mret,-0.792092323,-0.58921801,-0.838104129,0.0903835272,-0.726177487,0.0659148357
29APR1999,mret,0.3629282919,-0.046995977,-1.009806463,-0.455338536,-1.025557504,-1.388485796
30APR1999,mret,-0.444507431,-1.180573693,-0.591722897,-0.558250552,-0.559428755,-0.114921324
03MAY1999,mret,0.9373721572,1.8648804122,1.694516753,1.3797924207,1.6075870983,0.6702149412
04MAY1999,mret,-1.242763781,-1.403773563,-1.480622141,-0.794975885,-1.833517529,-0.590753747
05MAY1999,mret,0.4115050903,0.4845729071,1.4884585881,0.8198857482,0.5507552468,0.1392501564
06MAY1999,mret,-1.242249293,-0.349857013,-0.954799122,0.1105591192,-1.886671743,-0.644422449
07MAY1999,mret,1.0769240896,0.6851397416,0.7750368103,0.3669313267,1.2298329944,0.1529089048
10MAY1999,mret,0.1032818254,-0.118506674,-0.784406949,-0.446673016,0.5065544275,0.4032726021
11MAY1999,mret,1.1336328039,0.809242232,1.2436883004,1.0386380632,1.8847218941,0.7510890902
12MAY1999,mret,0.2900845686,0.2414437957,0.2284984352,0.7576890701,0.8134578332,0.5233732646
13MAY1999,mret,1.1258067612,0.4860384569,0.2350414143,0.4055429338,0.8573828204,-0.268423941
14MAY1999,mret,-2.423547239,-2.029811922,-2.066704271,-2.028139082,-1.834107042,0.5894401973
17MAY1999,mret,-0.048995706,-0.154313263,-0.044127885,-0.192694083,-0.476019245,-0.427023539
18MAY1999,mret,-0.702612473,-0.570959783,-0.919499604,-0.221588849,0.7157146233,1.4183270962
19MAY1999,mret,0.7074878776,1.1646866635,0.97930866,0.7226370983,0.4626811241,-0.244806754
20MAY1999,mret,-0.325918457,0.0979260033,-0.092854769,0.1316909177,-0.103048157,0.2228702994
21MAY1999,mret,-0.384465773,-0.449630729,-0.742374851,-0.4649067,-0.094880826,0.2895849478
24MAY1999,mret,-2.275772361,-1.897189475,-1.365962755,-1.415629787,-1.468580277,0.8071920841
25MAY1999,mret,-1.767419822,-1.594274134,-1.256352556,-1.228831499,-1.614071731,0.1533480908
26MAY1999,mret,2.1284305522,1.6838975936,1.0050154066,0.4011791662,1.3295286921,-0.79890186
27MAY1999,mret,-2.092004935,-1.869341467,-1.263558328,-1.49685754,-1.871539621,0.220465314
28MAY1999,mret,1.3078181257,1.5177523017,1.3343439214,0.9949960484,2.1348776413,0.8270595156
01JUN1999,mret,-1.051084246,-0.495363087,-0.205348675,0.325399602,-0.003646908,1.0474373373
02JUN1999,mret,-0.462129773,-0.065838722,0.1064798556,0.0641841735,0.2399519145,0.7020816873
03JUN1999,mret,0.210747369,0.6322243595,0.5038151673,0.1867605946,1.2021248605,0.9913774915
04JUN1999,mret,2.2430863148,1.935687364,1.5536456836,1.7411900701,1.0740003572,-1.169085958
07JUN1999,mret,0.9006259467,0.3981078388,0.04400343,0.5343373237,0.4764477992,-0.424178147
08JUN1999,mret,-1.42798357,-1.012679662,-0.630120358,-0.678998736,-1.342557971,0.0854255987
09JUN1999,mret,0.1718318042,-0.29470153,-0.47810238,-0.315301476,-0.487165751,-0.658997555
10JUN1999,mret,-1.560826594,-1.004323804,-1.117449107,-1.189447987,-0.69458107,0.8662455242
11JUN1999,mret,-0.789644395,-0.226628506,-0.46693367,-0.941698837,-0.628532358,0.1611120374
14JUN1999,mret,-0.474568853,0.1001212297,0.3697461972,-0.311744377,-0.279358005,0.1952108476
15JUN1999,mret,1.2490074681,0.3471667766,0.4316129667,0.2550043166,0.0243562073,-1.224651261
16JUN1999,mret,2.6427912664,1.0657941391,1.6108317571,1.729530006,2.2808443321,-0.361946934
17JUN1999,mret,0.7112611277,0.5151342385,1.0354086964,0.6515770861,0.0963476863,-0.614913441
18JUN1999,mret,-0.004537264,-0.118444337,-0.220166122,0.6432999817,0.393493982,0.3980312464
21JUN1999,mret,0.7360496923,-0.28143398,-0.761847214,0.3076628083,1.2069157081,0.4708660158
22JUN1999,mret,-1.074756096,-0.380213288,-0.018482517,-0.941728732,-0.767395682,0.3073604132
23JUN1999,mret,-0.641258282,-0.00866235,-0.66075327,-0.057653702,-0.540649526,0.1006087565
24JUN1999,mret,-1.42814981,-1.189779942,-0.484367622,-1.363695053,-1.443522788,-0.015372979
25JUN1999,mret,-0.110338776,-0.06480732,-0.209041187,0.2536136987,-0.143403338,-0.033064562
28JUN1999,mret,0.8802080006,0.8037747714,0.7551485027,1.0065888922,2.3376697715,1.457461771
29JUN1999,mret,1.1034100562,1.6129283801,1.5246419546,1.4588629228,1.7656076002,0.6621975439
01JUL1999,mret,1.0240641998,0.2822844085,0.5744716753,0.0017060605,0.6386829484,-0.385381251
02JUL1999,mret,0.5875620441,0.8295098654,0.7985126916,-0.074507647,0.6368279303,0.0492658862
06JUL1999,mret,0.0679444238,-0.055968065,-0.199342039,0.1480384217,0.1477018257,0.0797574019
07JUL1999,mret,-0.076216335,0.019905093,0.8966074452,0.7242944102,-0.978799043,-0.902582708
08JUL1999,mret,0.0649950513,-0.619692166,-0.564288679,-0.211236157,0.4422307983,0.377235747
09JUL1999,mret,0.4771525842,0.7812922312,0.2438843863,-0.027199793,1.2343569484,0.7572043642
12JUL1999,mret,-0.405063622,0.022180397,-0.370517929,-0.216880156,-0.229996272,0.1750673501
13JUL1999,mret,-0.435926062,-0.267332702,-0.409145995,-0.357138138,-0.240400667,0.1955253957
14JUL1999,mret,-0.386912666,0.2337538853,0.3520968713,0.5911914371,0.0742765601,0.4611892263
15JUL1999,mret,0.2752981349,1.0009150646,1.1287399192,0.985094127,1.0293444212,0.7540462863
23JUL1999,mret,-0.694418842,-0.458523914,-0.554485143,-0.710113172,0.2980988896,0.9925177312
26JUL1999,mret,-0.897885052,-0.237515382,-0.466606758,-0.367043878,-0.377840921,0.5200441311
27JUL1999,mret,0.7022780417,0.6866612144,1.0148069764,0.4579619481,1.2633714816,0.56109344
28JUL1999,mret,0.2425802888,0.0817124228,-0.434790883,0.1331405608,-0.230995981,-0.47357627
29JUL1999,mret,-2.10259252,-1.484829707,-1.355131252,-1.138032107,-1.694613361,0.4079791588
30JUL1999,mret,-0.8575618,-1.015874812,-1.080212187,-0.559505909,-0.912865488,-0.055303688
02AUG1999,mret,-0.730987823,-0.16356385,-0.150788036,0.1669971982,0.1447744573,0.8757622798
03AUG1999,mret,-0.726317269,-0.302503964,-0.38837387,-1.045494655,-0.587885671,0.1384315987
04AUG1999,mret,-1.012399946,-0.909507198,-1.589700041,-1.6501018,-1.356716142,-0.344316196
05AUG1999,mret,0.4107788423,0.6238944046,0.5853103632,0.7509711263,0.0464855503,-0.364293292
06AUG1999,mret,-1.352218494,-0.889309395,-1.575433808,-0.615955048,-0.731708743,0.6205097503
09AUG1999,mret,-0.012025558,-0.014831161,-0.128059331,-0.513368626,-0.22731326,-0.215287702
10AUG1999,mret,-1.037769971,-1.032136288,-1.29937833,-1.59550167,-0.50918458,0.5285853915
11AUG1999,mret,2.2704926348,1.1408071163,0.7528271372,0.8908200747,1.4613188768,-0.809173758
12AUG1999,mret,-0.077637825,0.7696368081,-0.096982159,0.0006897272,-0.465412706,-0.38777488
13AUG1999,mret,2.3754558369,1.519380048,1.6226155525,2.0163916805,1.9122389161,-0.463216921
16AUG1999,mret,0.4404035372,0.0315791658,0.1733964874,0.2404660805,0.7334001205,0.2929965833
17AUG1999,mret,1.3183785003,0.868995845,1.6138787903,0.5218753606,0.3261708092,-0.992207691
18AUG1999,mret,-0.728313731,-0.822664539,-0.452493889,-1.134383029,-0.954608264,-0.226294533
19AUG1999,mret,-0.720365718,-0.085261955,-0.403815557,-0.974310472,-0.709578505,0.0107872129
20AUG1999,mret,0.7128816395,1.4109056699,1.1017019588,0.0158816357,0.9456048391,0.2327231996
23AUG1999,mret,2.0051990983,1.3795561103,1.2673465254,1.2799513043,1.584162736,-0.421036362
24AUG1999,mret,-0.593393141,-0.071718712,-0.053956462,-0.025236012,0.0000373649,0.5934305055
25AUG1999,mret,-0.054914214,1.2458637967,1.2914416017,1.8574840124,0.2304447291,0.2853589434
26AUG1999,mret,-1.341985795,-1.464086117,-0.920970311,-0.885232468,-1.187298247,0.1546875476
27AUG1999,mret,-0.857864824,-1.15202104,-1.236694905,-1.124289768,-0.927485781,-0.069620957
30AUG1999,mret,-2.296855154,-1.442133882,-1.991449609,-1.629897546,-1.517730708,0.7791244454
31AUG1999,mret,-0.323678042,-0.566715814,-0.68048536,-0.48114684,-0.584330403,-0.260652361
01SEP1999,mret,1.207327718,0.958285293,0.702022266,1.0010270013,0.2793796035,-0.927948115
02SEP1999,mret,-1.248431663,-0.856838422,-0.997542562,-0.494173879,-1.331008564,-0.082576901
03SEP1999,mret,2.8657009555,2.4863554844,2.124550699,2.5907477937,2.5288586029,-0.336842353
07SEP1999,mret,-0.266815245,-0.545484413,-0.426802226,-0.212443211,-0.062029254,0.2047859917
08SEP1999,mret,-0.314056784,-0.119576665,-0.489260643,-0.407018795,-0.351323658,-0.037266874
09SEP1999,mret,0.2094675744,-0.023448344,-0.299170752,-0.341735157,0.5707554681,0.3612878937
10SEP1999,mret,-0.061972074,-0.418187576,0.3184667533,0.8760148258,0.3154051865,0.3773772605
13SEP1999,mret,-0.918209995,-0.387269487,-0.000566982,0.0874211253,-0.880227583,0.0379824123
14SEP1999,mret,-0.721417773,-1.055771681,-1.415139331,-0.884256124,0.0104221492,0.7318399218
15SEP1999,mret,-0.904351147,-0.983680988,-0.840996403,-1.225376767,-1.286568263,-0.382217116
16SEP1999,mret,-0.278541795,-0.062582676,-0.26120383,0.2593857467,-1.000982322,-0.722440528
17SEP1999,mret,0.0751071465,1.0595777886,0.8359098433,1.5080946128,0.4258524411,0.3507452945
20SEP1999,mret,0.2198360547,-0.516653353,-0.001091327,-0.428073458,0.1723314033,-0.047504651
21SEP1999,mret,-1.762667724,-1.885245964,-1.800088681,-1.475319776,-2.109888372,-0.347220648
22SEP1999,mret,0.4115231396,-0.309826531,-0.327431216,0.2339272976,-0.271085145,-0.682608284
23SEP1999,mret,-1.715122058,-1.836378218,-1.400415311,-2.016358446,-2.215473708,-0.500351651
24SEP1999,mret,0.3298367118,-0.464974126,0.1653936376,-0.489151538,0.0904750124,-0.239361699
27SEP1999,mret,-0.15494694,0.0080400903,0.2250851096,0.7117041661,1.1611153834,1.3160623231
28SEP1999,mret,0.1924760742,-0.722649591,-0.306833787,0.1314369043,-0.603702752,-0.796178827
29SEP1999,mret,-0.452112869,-0.595731718,-0.48647883,-1.188141872,-0.656979535,-0.204866666
30SEP1999,mret,0.9522226548,1.6102631311,0.8022505299,1.2362135819,0.1059493834,-0.846273271
01OCT1999,mret,-0.138211167,0.2248101509,0.152827,-0.58643304,-0.082605567,0.0556055998
04OCT1999,mret,0.9841666308,1.2301180372,1.6835093892,2.0119972356,1.0037758626,0.0196092318
05OCT1999,mret,0.187153532,-0.484900923,-0.18780207,0.0146479312,-0.194652864,-0.381806396
06OCT1999,mret,1.5250058194,1.6549991711,2.198934112,1.6935884791,1.7507872614,0.2257814421
07OCT1999,mret,-0.814152585,-0.250381865,-0.989565403,-0.162053495,-1.14931156,-0.335158975
08OCT1999,mret,0.5987480924,1.1531974609,1.581866028,1.4106839858,0.3370326903,-0.261715402
11OCT1999,mret,0.6045444239,-0.0622576,-0.558183821,-0.129787451,0.8035367738,0.19899235
12OCT1999,mret,-2.05144341,-1.347117292,-2.018713857,-1.460577399,-2.296755363,-0.245311953
13OCT1999,mret,-2.174225647,-1.764865312,-1.334129319,-2.244229178,-1.739191578,0.435034069
14OCT1999,mret,0.7446117867,0.0620544575,-0.49258422,-0.020866189,-0.280403302,-1.025015089
22OCT1999,mret,1.7855358767,1.8724536925,1.6910775858,1.5996401106,1.2245179489,-0.561017928
25OCT1999,mret,-0.668198875,-1.163646845,-0.387451539,0.0242154375,-0.025936017,0.6422628577
26OCT1999,mret,-1.263435543,-1.488014473,-0.48099031,-1.017398253,-0.609162929,0.6542726148
27OCT1999,mret,0.6399640454,1.6877015905,2.2093530337,1.149360326,-0.978313169,-1.618277215
28OCT1999,mret,2.8101110271,3.3468731481,3.7171672137,3.8798925303,3.5596416645,0.7495306374
29OCT1999,mret,1.7514709524,0.6440848435,0.8952566254,1.5484731716,2.4971013004,0.745630348
01NOV1999,mret,-0.875087493,-0.94616874,-0.394050474,-0.305604114,0.8917818044,1.7668692978
02NOV1999,mret,-0.685688253,-0.686036192,-0.707407911,-0.377687342,-0.143709377,0.5419788758
03NOV1999,mret,0.5317911091,0.613686186,0.1006000973,0.4708925607,0.1920860606,-0.339705048
04NOV1999,mret,0.1986667769,0.5269408685,0.8066462793,0.5788377831,0.9265132342,0.7278464573
05NOV1999,mret,0.0092315318,0.1270923018,0.9533525266,0.7891494641,0.9897968856,0.9805653538
08NOV1999,mret,0.6186990312,0.5156079862,-0.033691661,0.5206534602,0.3187827272,-0.299916304
09NOV1999,mret,-0.909819451,-0.763247173,-1.047811398,-0.623446518,-0.439998962,0.4698204894
10NOV1999,mret,0.5770643903,0.259579579,0.1912654817,0.4965392893,0.7117228503,0.13465846
11NOV1999,mret,-0.213019832,0.4234739151,-0.305561416,0.177021605,-0.023290538,0.1897292948
12NOV1999,mret,1.3593193317,1.5439344479,1.5708628038,0.8436850243,0.9051793853,-0.454139946
15NOV1999,mret,0.2800499355,0.3814522283,-0.031922433,-0.148701556,0.3538321794,0.0737822439
16NOV1999,mret,1.710438066,1.7148699197,1.3238827484,2.1211032076,1.1028451482,-0.607592918
17NOV1999,mret,-0.932139412,-0.156718136,-1.024699222,-0.261717162,-0.184756026,0.7473833866
18NOV1999,mret,1.0766035603,0.0408075909,0.0537255035,1.2601161103,2.4011431663,1.324539606
19NOV1999,mret,0.6964622655,-0.69017256,-0.392432898,-0.812988123,0.0830099669,-0.613452299
22NOV1999,mret,-0.325211566,0.197516856,-0.454707256,-0.192357692,-0.940220572,-0.615009006
23NOV1999,mret,-1.537698461,-1.24643467,-0.858718922,-1.395173169,-1.012594284,0.5251041772
24NOV1999,mret,0.2339564237,0.3280937222,0.4129453997,0.322382735,0.4791071017,0.2451506781
26NOV1999,mret,-0.100490541,-0.303609046,-0.177726155,0.7234973137,0.3069757896,0.4074663301
29NOV1999,mret,-0.45678905,-0.750946634,-0.504399862,-0.625036425,0.4325653478,0.8893543979
30NOV1999,mret,-0.260828175,-0.790178167,-0.475332537,-0.940087806,-0.480921282,-0.220093107
01DEC1999,mret,-0.469240035,0.8587489494,0.7833996352,0.2711729645,0.5756587934,1.0448988283
