"","year","month","observation_date","GDPC1","GDPchange_annual","INDPRO","INDPROchange_annual","T10Y3M","UNRATE","UNRATEchange_annual","CPIAUCSL","CPIchange_annual","vix","HedgingPressure"
"63","1987","03",1987-03-01,8375.274,0.0271584061917413,57.0365,0.0352015536236092,1.72,6.6,-0.600000000000001,112.2,0.0284142988084327,NA,0.101273234778564
"64","1987","04",1987-04-01,8465.63,0.0335847937965597,57.3995,0.0406000725163163,2.51,6.3,-0.8,112.7,0.0367985280588776,NA,0.0821836775206428
"65","1987","05",1987-05-01,8465.63,0.0335847937965597,57.7653,0.0454198307501864,2.62,6.3,-0.9,113,0.036697247706422,NA,-0.0315169698080914
"66","1987","06",1987-06-01,8465.63,0.0335847937965597,58.0726,0.0550041874905759,2.47,6.2,-1,113.5,0.0374771480804387,NA,-0.0359468394948128
"67","1987","07",1987-07-01,8539.075,0.032669261519168,58.4772,0.0560693485033185,2.39,6.1,-0.9,113.8,0.039269406392694,NA,-0.0772388691355907
"68","1987","08",1987-08-01,8539.075,0.032669261519168,58.9076,0.0655355479383914,2.55,6,-0.9,114.3,0.0428832116788321,NA,-0.0285305192028155
"69","1987","09",1987-09-01,8539.075,0.032669261519168,59.1237,0.0663313247688287,2.8,5.9,-1.1,114.7,0.0427272727272728,NA,0.00428613144610772
"70","1987","10",1987-10-01,8685.694,0.0447901913767971,59.9408,0.0765887284783913,3.43,6,-1,115,0.043557168784029,NA,0.0105017937499147
"71","1987","11",1987-11-01,8685.694,0.0447901913767971,60.2323,0.0778325352344549,3.57,5.8,-1.1,115.4,0.0452898550724638,NA,0.123888903810146
"72","1987","12",1987-12-01,8685.694,0.0447901913767971,60.5629,0.0732983736480295,2.97,5.7,-0.899999999999999,115.6,0.0433212996389891,NA,0.126246190184312
"73","1988","01",1988-01-01,8730.569,0.0424218956896216,60.564,0.077415441104527,2.44,5.7,-0.899999999999999,116,0.0412926391382405,NA,0.132108334648596
"74","1988","02",1988-02-01,8730.569,0.0424218956896216,60.8632,0.0685459164415043,2.36,5.7,-0.899999999999999,116.2,0.039355992844365,NA,0.18187646824323
"75","1988","03",1988-03-01,8730.569,0.0424218956896216,61.0006,0.0695011089390128,2.7,5.7,-0.899999999999999,116.5,0.0383244206773618,NA,0.0602396845063768
"76","1988","04",1988-04-01,8845.28,0.0448460421728804,61.3536,0.0688873596459899,2.71,5.4,-0.899999999999999,117.2,0.0399290150842946,NA,0.0667851952306466
"77","1988","05",1988-05-01,8845.28,0.0448460421728804,61.2454,0.0602455107131789,2.53,5.6,-0.7,117.5,0.0398230088495575,NA,0.0400153948824684
"78","1988","06",1988-06-01,8845.28,0.0448460421728804,61.4107,0.0574814972982094,2.05,5.4,-0.8,118,0.039647577092511,NA,0.0753386091234624
"79","1988","07",1988-07-01,8897.107,0.0419286632334298,61.4169,0.050270874802487,1.94,5.4,-0.699999999999999,118.5,0.0413005272407733,NA,0.0852984188279507
"80","1988","08",1988-08-01,8897.107,0.0419286632334298,61.7365,0.0480226660057445,1.71,5.6,-0.4,119,0.0411198600174978,NA,0.0878220006876239
"81","1988","09",1988-09-01,8897.107,0.0419286632334298,61.5395,0.0408600950211167,1.38,5.4,-0.5,119.5,0.041848299912816,NA,0.143729933374963
"82","1988","10",1988-10-01,9015.661,0.0379897104364948,61.7996,0.0310105971224941,1.03,5.4,-0.6,119.9,0.042608695652174,NA,0.0997086148981294
"83","1988","11",1988-11-01,9015.661,0.0379897104364948,61.9552,0.0286042538637906,0.96,5.3,-0.5,120.3,0.0424610051993067,NA,0.0363719380671241
"84","1988","12",1988-12-01,9015.661,0.0379897104364948,62.2362,0.0276291260821394,0.77,5.3,-0.4,120.7,0.0441176470588236,NA,-0.00960885128415911
"85","1989","01",1989-01-01,9107.314,0.0431523993453349,62.4165,0.0305874777095304,0.32,5.4,-0.3,121.2,0.0448275862068966,NA,0.0796727627913166
"86","1989","02",1989-02-01,9107.314,0.0431523993453349,62.1423,0.0210159833856912,0.29,5.2,-0.5,121.6,0.0464716006884681,NA,0.003263133605447
"87","1989","03",1989-03-01,9107.314,0.0431523993453349,62.3049,0.0213817569007519,0.07,5,-0.7,122.2,0.0489270386266095,NA,0.0204806733944962
"88","1989","04",1989-04-01,9176.827,0.0374829287484397,62.2966,0.0153699212434152,0.31,5.2,-0.2,123.1,0.0503412969283276,NA,0.0384190463100975
"89","1989","05",1989-05-01,9176.827,0.0374829287484397,61.9483,0.0114767802969694,-0.32,5.2,-0.399999999999999,123.7,0.0527659574468085,NA,0.0254071492856384
"90","1989","06",1989-06-01,9176.827,0.0374829287484397,61.9423,0.00865647191776033,-0.16,5.3,-0.100000000000001,124.1,0.0516949152542372,NA,-0.00362342768552225
"91","1989","07",1989-07-01,9244.816,0.0390811305292834,61.3334,-0.00135956064210341,-0.22,5.2,-0.2,124.5,0.0506329113924051,NA,0.00691226892707873
"92","1989","08",1989-08-01,9244.816,0.0390811305292834,61.9394,0.00328654847618507,0.1,5.2,-0.399999999999999,124.5,0.046218487394958,NA,0.00398732310574937
"93","1989","09",1989-09-01,9244.816,0.0390811305292834,61.7394,0.00324832018459699,0.13,5.3,-0.100000000000001,124.8,0.0443514644351464,NA,-0.0535670980614128
"94","1989","10",1989-10-01,9263.033,0.0274380325524661,61.6605,-0.00225082362992639,-0.12,5.3,-0.100000000000001,125.4,0.0458715596330275,NA,-0.0199942241161026
"95","1989","11",1989-11-01,9263.033,0.0274380325524661,61.8627,-0.00149301430711225,0,5.4,0.100000000000001,125.9,0.0465502909393184,NA,0.0362596444122455
"96","1989","12",1989-12-01,9263.033,0.0274380325524661,62.2192,-0.000273152923860967,0.13,5.4,0.100000000000001,126.3,0.0463960231980116,NA,-0.0120344182256932
"97","1990","01",1990-01-01,9364.259,0.0282130384436069,61.9021,-0.00824141052446071,0.43,5.4,0,127.5,0.051980198019802,23.3472727272727,0.0250358395102631
"98","1990","02",1990-02-01,9364.259,0.0282130384436069,62.464,0.00517682802213629,0.47,5.3,0.0999999999999996,128,0.0526315789473685,23.2626315789474,0.0220905838615159
"99","1990","03",1990-03-01,9364.259,0.0282130384436069,62.7645,0.00737662687846373,0.58,5.2,0.2,128.6,0.0523731587561374,20.0622727272727,0.0598195523282945
"100","1990","04",1990-04-01,9398.243,0.0241277295518376,62.6499,0.00567125653727498,0.97,5.4,0.2,128.9,0.0471161657189278,21.4035,0.105562952223005
"101","1990","05",1990-05-01,9398.243,0.0241277295518376,62.8126,0.0139519567122907,0.59,5.4,0.2,129.1,0.0436540016168148,18.0977272727273,0.0650686945574377
"102","1990","06",1990-06-01,9398.243,0.0241277295518376,63.0256,0.0174888565648998,0.43,5.2,-0.0999999999999996,129.9,0.0467365028203063,16.822380952381,0.0814615945173476
"103","1990","07",1990-07-01,9404.494,0.0172721663686979,62.9353,0.02611790639358,0.62,5.5,0.3,130.5,0.0481927710843374,18.3928571428571,0.0336865426770118
"104","1990","08",1990-08-01,9404.494,0.0172721663686979,63.172,0.0199000959001863,1.23,5.7,0.5,131.6,0.0570281124497991,28.1752173913043,0.0661402936751584
"105","1990","09",1990-09-01,9404.494,0.0172721663686979,63.1832,0.0233853908525187,1.45,5.9,0.600000000000001,132.5,0.061698717948718,29.1073684210526,0.0823899632170524
"106","1990","10",1990-10-01,9318.876,0.00602858696498229,62.7886,0.0182953430478184,1.31,5.9,0.600000000000001,133.4,0.0637958532695375,29.625652173913,0.0671504117906674
"107","1990","11",1990-11-01,9318.876,0.00602858696498229,62.0154,0.0024683694698098,1.02,6.2,0.8,133.7,0.0619539316918188,24.8857142857143,0.0294932169853339
"108","1990","12",1990-12-01,9318.876,0.00602858696498229,61.5915,-0.0100885257283925,1.45,6.3,0.899999999999999,134.2,0.0625494853523356,23.363,0.00589689638845078
"109","1991","01",1991-01-01,9275.276,-0.00950240697101609,61.3624,-0.00871860566927449,1.66,6.4,1,134.7,0.056470588235294,27.4290909090909,-0.0172413686349413
"110","1991","02",1991-02-01,9275.276,-0.00950240697101609,60.9255,-0.0246301869877049,1.8,6.6,1.3,134.8,0.0531250000000001,21.5984210526316,-0.0119146255699962
"111","1991","03",1991-03-01,9275.276,-0.00950240697101609,60.5853,-0.0347202638434147,2.13,6.8,1.6,134.8,0.0482115085536549,17.7442105263158,-0.0167166275569095
"112","1991","04",1991-04-01,9347.597,-0.00538887960228318,60.7604,-0.0301596650593218,2.34,6.7,1.3,135.1,0.0480993017843288,17.3727272727273,-0.0502297415798458
"113","1991","05",1991-05-01,9347.597,-0.00538887960228318,61.3572,-0.0231705103753069,2.35,6.9,1.5,135.6,0.0503485670023238,16.9322727272727,-0.0450746278006593
"114","1991","06",1991-06-01,9347.597,-0.00538887960228318,61.8396,-0.0188177502475185,2.53,6.9,1.7,136,0.0469591993841416,17.135,0.00114400062056217
"115","1991","07",1991-07-01,9394.834,-0.00102716850050623,62.0065,-0.0147580133883527,2.5,6.8,1.3,136.2,0.0436781609195401,17.2940909090909,-0.0581438545916364
"116","1991","08",1991-08-01,9394.834,-0.00102716850050623,62.0141,-0.018329323117837,2.33,6.9,1.2,136.6,0.0379939209726444,15.6813636363636,-0.0229897031355739
"117","1991","09",1991-09-01,9394.834,-0.00102716850050623,62.5457,-0.0100897073905722,2.21,6.9,1,137,0.0339622641509434,16.9565,-0.000123017884674826
"118","1991","10",1991-10-01,9427.581,0.0116650334224857,62.4572,-0.00527802817708951,2.51,7,1.1,137.2,0.0284857571214392,16.3639130434783,-0.0191477645777164
"119","1991","11",1991-11-01,9427.581,0.0116650334224857,62.371,0.00573405960454988,2.91,7,0.8,137.8,0.0306656694091251,17.7735,0.0870310390544131
"120","1991","12",1991-12-01,9427.581,0.0116650334224857,62.0999,0.00825438575128053,2.75,7.3,1,138.2,0.029806259314456,18.347619047619,0.0555456676460122
"121","1992","01",1992-01-01,9540.444,0.0285886910535061,61.7744,0.0067142093529588,3.37,7.3,0.899999999999999,138.3,0.026726057906459,17.6831818181818,0.0113970421125272
"122","1992","02",1992-02-01,9540.444,0.0285886910535061,62.2167,0.0211930964866928,3.24,7.4,0.800000000000001,138.6,0.0281899109792284,17.4773684210526,0.0223531969178148
"123","1992","03",1992-03-01,9540.444,0.0285886910535061,62.7223,0.0352725826231776,3.39,7.4,0.600000000000001,139.1,0.0318991097922847,17.5204545454545,-0.000361439970912784
"124","1992","04",1992-04-01,9643.893,0.0316975582066707,63.1981,0.0401198807117794,3.82,7.4,0.7,139.4,0.0318282753515915,16.5628571428571,-0.048655344430961
"125","1992","05",1992-05-01,9643.893,0.0316975582066707,63.4008,0.0333066046038606,3.54,7.6,0.699999999999999,139.7,0.0302359882005899,15.077,-0.028197745667123
"126","1992","06",1992-06-01,9643.893,0.0316975582066707,63.4358,0.0258119392751571,3.49,7.8,0.899999999999999,140.1,0.0301470588235294,15.2031818181818,-0.00848379609533203
"127","1992","07",1992-07-01,9739.185,0.036653228785096,64.013,0.0323595106964593,3.47,7.7,0.9,140.5,0.0315712187958885,13.6018181818182,0.0472062212761085
"128","1992","08",1992-08-01,9739.185,0.036653228785096,63.6652,0.026624590214161,3.39,7.6,0.699999999999999,140.8,0.0307467057101026,14.4219047619048,0.080533009422467
"129","1992","09",1992-09-01,9739.185,0.036653228785096,63.8563,0.020954278231757,3.62,7.6,0.699999999999999,141.1,0.02992700729927,13.6966666666667,0.00634892861056306
"130","1992","10",1992-10-01,9840.753,0.0438258764363839,64.3089,0.0296475026097871,3.77,7.3,0.3,141.7,0.032798833819242,17.6368181818182,0.00398585127148249
